stem,model_requested,model_resolved,status,refusal,error,input_tokens,output_tokens,est_cost_usd,timestamp,issuer_name_as_stated,extraction_reasoning,source_currency_unit,criminal_cases_against_count,regulatory_actions_against_count,tax_proceedings_against_count,total_litigation_against_amount_cr,contingent_liabilities_total_cr,going_concern_status,auditor_report_status,top5_customer_revenue_pct,top10_customer_revenue_pct
BlueStone_Jewellery___Lifestyle_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,72896,483,0.0758,2026-07-20T16:51:16.165631+00:00,BlueStone Jewellery and Lifestyle Limited,"The litigation table separates matters filed by versus against each category: I counted only the Against Company, Against Subsidiary, Against Directors and Against Promoter rows. Against the Company, the table reports criminal Nil, 6 tax proceedings, 5 statutory/regulatory proceedings and ₹82.83 million quantified; the subsidiary and promoter/director rows report Nil, while all By rows were excluded. No contingent-liabilities table or stated Total is disclosed in the provided risk section, so no date or amount can be extracted. The concentration figures disclosed relate to supplier concentration, not company-wide customer revenue; therefore top-five and top-ten customer percentages are not available. Litigation amounts use ₹ million, and ₹82.83 million was converted to ₹8.283 crore by dividing by 10.",million,0,5,6,8.283,,not_mentioned,caro_or_emphasis_of_matter_only,,
Blue_Jet_Healthcare_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,35329,562,0.0387,2026-07-20T16:51:21.510137+00:00,Blue Jet Healthcare Private Limited,"The litigation table reports, against the Company, Nil criminal proceedings, 4 tax proceedings, Nil statutory/regulatory proceedings, and Nil material civil litigations; against the Directors, Nil criminal, Nil tax, 1 statutory/regulatory, and Nil material civil proceedings; and against the Promoters, Nil in all listed categories. I counted only the Against rows and excluded all By rows, including the one civil matter filed by the Company; tax remains separate from statutory/regulatory proceedings, and no subsidiary row is separately disclosed. The aggregate quantified amount against the Company is ₹9.12 million, while the Directors’ amount is not quantifiable; therefore the group amount is ₹9.12 million, converted at ₹10 million per crore to ₹0.912 crore. Contingent liabilities use the explicitly stated Total of ₹9.12 million as of June 30, 2023, also converted to ₹0.912 crore. Company-wide customer concentration for the most recent full fiscal year, Fiscal 2023, is 74.62% for the top five and 83.74% for the top ten, calculated as revenue from operations from those customers divided by total revenue from operations; the source tables use ₹ millions.",million,0,1,4,0.912,0.912,not_mentioned,caro_or_emphasis_of_matter_only,74.62,83.74
Borana_Weaves_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,47228,488,0.0502,2026-07-20T16:51:29.169827+00:00,Borana Weaves Limited,"The litigation table separates Criminal, Tax, Statutory or regulatory, disciplinary actions and other proceedings, and distinguishes 'By' from 'Against' rows. I counted the 'Against our Company', 'Against our Directors', 'Against our Promoters' and 'Against our Group Companies' rows: all criminal, tax and statutory/regulatory cells are Nil; the 'By our Directors' row has one criminal proceeding and ₹40.21 lakh but is excluded because it is a 'By' matter. The aggregate amount against the company/group is therefore explicitly Nil, or ₹0.00 lakh, while the contingent-liabilities table states a Total of ₹982.36 lakh as of December 31, 2024; the source unit is lakh and ₹982.36 lakh ÷ 100 = ₹9.8236 crore. The company-wide customer concentration table reports Fiscal 2024 top-five customers at 39.00% and top-ten customers at 54.75% of revenue from operations, using the most recent full fiscal year shown.",lakh,0,0,0,0.0,9.8236,not_mentioned,not_mentioned,39.0,54.75
Brainbees_Solutions_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,60332,649,0.0642,2026-07-20T16:51:34.788061+00:00,FirstCry,"The litigation table separates matters by direction and category: against the Company are 1 criminal, 11 tax and 5 statutory/regulatory matters; against Directors are 3 criminal and 3 statutory/regulatory matters; and against Subsidiaries are 1 criminal, 44 tax and 13 statutory/regulatory matters. I counted only the Against rows for category counts, excluded all By Company/Directors/Subsidiaries rows, and for the aggregate group amount used the stated quantified Against Company amount of ₹59.57 million plus Against Subsidiaries amount of ₹195.21 million, excluding personal Director matters, for ₹254.78 million. The contingent-liabilities figure is the explicitly stated total of ₹53.98 million as at March 31, 2024, converted from the latest date shown. No company-wide top-five or top-ten customer concentration percentage is disclosed; the percentages shown elsewhere relate to other metrics or specific businesses and are not customer concentration. The source monetary tables use ₹ in millions; ₹254.78 million ÷ 10 = ₹25.478 crore and ₹53.98 million ÷ 10 = ₹5.398 crore.",million,5,21,55,25.478,5.398,group_or_subsidiary_only,caro_or_emphasis_of_matter_only,,
Brigade_Hotel_Ventures_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,63553,721,0.0679,2026-07-20T16:51:43.884132+00:00,Brigade Hotel Ventures Limited,"The litigation table separates matters filed by versus against each category: I excluded all “By” rows and counted only “Against” rows. Criminal proceedings against the company, subsidiary, promoter, directors, KMP and SMP total 0 + 0 + 2 + 1 + 1 + 0 = 4; statutory/regulatory proceedings against those entities total 9, all against the promoter; tax proceedings against the company and subsidiary total 11 + 2 = 13. The quantified litigation amount against the company and subsidiary is ₹381.01 million + ₹3.10 million = ₹384.11 million, excluding promoter/director/KMP matters and all “By” matters; converted at ₹10 million per crore to ₹38.411 crore. Contingent liabilities are disclosed as separate line items as of March 31, 2025, but no stated Total row is provided, so the total field is not extracted rather than re-summed. Concentration percentages shown are hotel/operator, location, F&B, corporate-customer, booking-channel or other segment/category percentages, not company-wide top-five or top-ten customer revenue percentages; the source monetary tables use ₹ million, converted to crore by dividing by 10.",million,4,9,13,38.411,,not_mentioned,caro_or_emphasis_of_matter_only,,
Burger_King_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,38292,564,0.0417,2026-07-20T16:51:48.519836+00:00,not disclosed,"The litigation table has an Against the Company row with 3 criminal, 11 tax, 5 statutory/regulatory and ₹60.51 million aggregate amount, plus an Against the Directors row with no criminal or tax matters and 1 statutory/regulatory matter; no By rows are disclosed, so the counted categories are criminal 3, regulatory 5+1=6, and tax 11 for the company only. The quantified aggregate amount against the company/group is the table's stated ₹60.51 million total; no subsidiary amount is separately shown, and this converts to ₹6.051 crore (₹60.51 million ÷ ₹10 million per crore). No contingent-liabilities total or date is disclosed in the provided risk section. No company-wide top-five or top-ten customer concentration percentage is disclosed; the only percentages relate to advertising and other operating metrics, not customer revenue concentration. The litigation table uses ₹ million as its source unit, converted to crore for the aggregate amount field.",million,3,6,11,6.051,,not_mentioned,caro_or_emphasis_of_matter_only,,
CMR_Green_Technologies_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,47921,707,0.0522,2026-07-20T16:51:54.226111+00:00,Tata Technologies Limited,"The litigation table separates matters filed “By” the Company, Directors, Promoter and subsidiaries from matters “Against” them. I counted only the against rows: criminal proceedings are Company 2, Promoter 34, Directors 0 and Subsidiaries 0; statutory/regulatory proceedings are Company 4, Promoter 1, Directors 0 and Subsidiaries 1; tax proceedings for the Company and subsidiaries are 17 and 2 respectively, excluding the Promoter’s personal tax matters and all “By” rows. The aggregate quantified amount against the Company and subsidiaries is the sum of ₹1,412.72 million and ₹11.38 million, or ₹1,424.10 million = ₹142.41 crore; the contingent-liabilities table states line items as of September 30, 2023, totaling ₹293.13 million = ₹29.313 crore, with the claims-against-company row shown as nil. The company-wide Top 5 customer concentration for Fiscal 2023 is 60.49% of revenue from operations; the other percentages identified as segment-only were not used, and no company-wide Top 10 percentage is disclosed. Litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,36,6,19,142.41,29.313,not_mentioned,not_mentioned,60.49,
CMS_Info_Systems_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,34765,663,0.0387,2026-07-20T16:51:59.525552+00:00,CMS Info Systems Limited,"The litigation table reports proceedings against the Company, subsidiaries, directors and promoter, with criminal counts of Nil in every against row, two statutory/regulatory proceedings against the Company, and taxation proceedings of 7 against the Company plus 1 against subsidiaries; there are no “By” rows, and promoter/director matters are excluded from the aggregate amount. For the Company and subsidiaries, the quantified against amounts are civil matters of ₹16.04 million and ₹279.33 million and taxation matters of ₹49.59 million and ₹1.64 million, respectively, totaling ₹346.60 million, or ₹34.66 crore; statutory/regulatory amounts are unquantified. The contingent-liabilities figure uses the explicitly stated consolidated Total of ₹61.68 million as of March 31, 2017, converted to ₹6.168 crore, rather than summing line items. Customer concentration is company-wide for Fiscal Year 2017 and measured against total revenue from operations: top five customers contributed 43.07% and top ten contributed 66.96%. The source tables use ₹ millions; conversion is 1 crore = ₹10 million, so million amounts were divided by 10.",million,0,2,8,34.66,6.168,not_mentioned,caro_or_emphasis_of_matter_only,43.07,66.96
CSB_Bank_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,34559,533,0.0378,2026-07-20T16:52:03.915250+00:00,CSB Bank Limited,"The litigation table separates matters filed by and against each entity: I excluded all “By our Bank,” “By our Directors,” “By our Promoter,” and “By the Group Company” rows, and counted only the against rows. Criminal proceedings against the listed entities are 8 against the Bank plus 3 against the Directors = 11; statutory/regulatory proceedings against the Bank are 15; tax proceedings against the Bank are 65, with no tax proceedings against subsidiaries disclosed. For the consolidated company-group litigation amount, I used the stated “Against our Bank” aggregate of ₹811.54 million, excluding the Directors’ ₹350.90 million and all matters filed by the entities; this converts to ₹81.154 crore. The contingent-liabilities table states a latest total of ₹6,577.57 million as of March 31, 2019, which converts to ₹65.7757 crore; no company-wide top-five or top-ten customer revenue concentration percentage is disclosed, and the disclosed concentration figures relate to the 20 largest borrowers/depositors rather than revenue. The source monetary tables use ₹ million, converted to crore by dividing by 100.",million,11,15,65,81.154,65.7757,not_mentioned,not_mentioned,,
CSM_Technologies_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,61236,624,0.065,2026-07-20T16:52:09.413139+00:00,CSM Technologies Limited,"The litigation table reports “By our Company,” “By our Directors,” and “By our Promoters” rows, all of which are excluded; against rows show criminal proceedings as Nil for the company, directors and promoters, statutory/regulatory proceedings as Nil, tax proceedings of 22 against the company, 1 against directors and 1 against promoters, and no other material proceedings against the company or directors. For the required tax count, only the company row is counted, giving 22; the quantified aggregate against the company is the stated ₹1,101.25 lakhs, while the company tax matters are described as pre-litigation with no amount involved and no separate subsidiary row is disclosed, so the amount converts to ₹11.0125 crore (1,101.25 lakhs ÷ 100). The contingent-liabilities table states ₹4,165.73 lakhs as outstanding bank guarantees at December 31, 2025; this stated figure is used without re-summing and converts to ₹41.6573 crore. Company-wide customer concentration for the most recent full fiscal year, Fiscal 2025, is 63.72% for the top five and 77.56% for the top ten, measured against revenue from operations; the source monetary tables use ₹ lakhs, converted to crore by dividing by 100.",lakh,0,0,22,11.0125,41.6573,group_or_subsidiary_only,caro_or_emphasis_of_matter_only,63.72,77.56
C_E_Info_systems_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,30580,504,0.0336,2026-07-20T16:52:13.847898+00:00,MapmyIndia,"No litigation summary table is provided in the supplied risk section. The disclosed criminal writ petition was filed by the Company and a Promoter, so it is a “By” matter and was excluded; the SEBI complaints are not stated as statutory/regulatory enforcement proceedings against the Company, and no tax proceedings are disclosed. The contingent-liabilities table states a Total of ₹25.62 million as of September 30, 2021; this stated figure was used without re-summing, converted at ₹10 million per crore to ₹2.562 crore. The section gives company-wide revenue concentration for customers accounting for 80% of revenue, but does not disclose top-five or top-ten customer percentages; the disclosed market/segment percentages are not customer concentration. The source currency unit is million, and the contingent-liability conversion is ₹25.62 million ÷ 10 = ₹2.562 crore.",million,,,,,2.562,not_mentioned,not_mentioned,,
Campus_Activewear_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,46291,594,0.0499,2026-07-20T16:52:18.730539+00:00,Campus Activewear Limited,"The litigation table separates matters by direction and category: against the Company (criminal Nil, tax Nil, statutory/regulatory Nil, material civil Nil), against the Directors (criminal 2, tax 1, statutory/regulatory Nil, material civil Nil), against the Promoters (criminal Nil, tax 1, statutory/regulatory Nil, material civil Nil), and against the Subsidiary (criminal Nil, tax Nil, statutory/regulatory Nil, material civil Nil); I counted only the against rows, counted criminal matters across all entities, counted regulatory matters separately, and counted tax matters only for the Company and Subsidiary, excluding the Directors' and Promoters' tax matters. No quantified amount is disclosed for matters against the Company or Subsidiary because those rows state NA, so the aggregate litigation amount against the consolidated group is null; the quantified amounts of ₹26.03 million, ₹9.81 million and ₹1.64 million belong to By Company, Against Directors and By Subsidiary rows and are excluded. The contingent-liability table is as at December 31, 2021 and discloses ₹3.98 million for the EPCG-related matter; no stated Total row is shown, so this amount is converted from million to ₹0.398 crore. The section provides no company-wide top-five or top-ten customer concentration percentage; the disclosed top marketplace provider percentage is not a customer-concentration disclosure, and no auditor opinion or going-concern uncertainty is mentioned.",million,2,0,0,,0.398,not_mentioned,not_mentioned,,
Canara_HSBC_Life_Insurance_Co_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,64038,616,0.0677,2026-07-20T16:52:23.996803+00:00,Canara HSBC Life Insurance Company Limited,"The litigation table separates matters by entity and direction: I counted only the “Against” rows, excluding all “By” rows. Criminal proceedings against the company, directors, promoters, KMP and senior management total 2 + 3 + 4 + 0 + 0 = 9; statutory/regulatory proceedings against those entities are explicitly Nil, giving 0, while tax proceedings against the company total 8 and promoter tax matters were excluded because they are personal promoter matters. The company’s quantified aggregate amount against it is ₹500.09 million, including ₹499.45 million of tax demands; no subsidiary row or separate subsidiary amount is disclosed, so this converts to ₹50.009 crore. The contingent-liabilities figure is the stated Total of ₹3,198.89 million as at June 30, 2025, converted to ₹319.889 crore, rather than a re-sum. The concentration percentages disclosed relate to bancassurance/distribution channels or individual-product/state/segment measures, not company-wide top-five or top-ten customers as a percentage of revenue from operations or total income; therefore those fields are null. The source currency unit is ₹ million, converted using 1 crore = 10 million.",million,9,0,8,50.009,319.889,not_mentioned,not_mentioned,,
Canara_Robeco_Asset_Management_Co_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,53711,763,0.0583,2026-07-20T16:52:29.996306+00:00,Canara Robeco Asset Management Company Limited,"The litigation table separates matters filed by versus against each entity: I excluded all “By” rows and counted the “Against” rows across the Company, CRMF, Directors and Promoters. The criminal count is 3 against Directors plus 4 against Promoters, while the Company and CRMF have nil criminal proceedings; statutory/regulatory proceedings are nil in all against rows, and tax proceedings against the Company and CRMF are 1 each, excluding promoter and director tax matters. The aggregate quantified amount against the Company and CRMF is ₹33.44 million plus ₹2.90 million, or ₹36.34 million = ₹3.634 crore; the contingent-liabilities figure is the explicitly stated Total of ₹33.44 million as at June 30, 2025, or ₹3.344 crore, not a re-summed litigation amount. The only concentration percentages disclosed concern business segments or other measures such as equity-oriented schemes, distributors, states and advisory fees; no company-wide top-five or top-ten customer revenue percentage is disclosed for a full fiscal year. The litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,7,0,2,3.634,3.344,not_mentioned,caro_or_emphasis_of_matter_only,,
Capillary_Technologies_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,80796,519,0.0839,2026-07-20T16:52:34.194443+00:00,Capillary Technologies India Limited,"The litigation table separates matters filed by the entities from matters against them: I counted only the “Against” rows, namely 4 criminal proceedings against directors, 2 statutory/regulatory proceedings against the Company, and tax proceedings of 6 against the Company plus 5 against subsidiaries; I excluded all “By” rows and the promoter’s personal tax proceeding. The quantified aggregate amount against the Company and subsidiaries is ₹354.91 million for the Company plus ₹11.33 million for subsidiaries, totaling ₹366.24 million, or ₹36.624 crore; the directors’ and promoters’ amounts are not quantifiable and are excluded. The contingent-liabilities figure is the stated bank-guarantees amount of ₹3.91 million as of September 30, 2025, converted to ₹0.391 crore without re-summing. The company-wide top-five and top-ten customer concentrations are for Fiscal 2025 and equal 43.35% and 58.71%, respectively, measured against revenue from operations; the source unit is ₹ million, converted to crore by dividing by 10.",million,4,2,11,36.624,0.391,not_mentioned,caro_or_emphasis_of_matter_only,43.35,58.71
Capital_Small_Finance_Bank_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,61878,610,0.0655,2026-07-20T16:52:39.416162+00:00,Capital Small Finance Bank Limited,"The litigation table separates matters initiated by versus against the Bank, directors and promoters. I counted only the “Against the Bank” row: criminal proceedings Nil (0), tax proceedings 1, statutory/regulatory proceedings Nil (0), and excluded the Bank’s “By the Bank” row, including 207 criminal proceedings and ₹633.89 million, as well as all “By” rows; no matters against directors or promoters were counted. The quantified group amount against the Bank is the explicitly disclosed ₹12.21 million relating to the direct tax dispute, which is also the single material civil matter and is not double-counted; this converts from ₹12.21 million to ₹1.221 crore. The contingent-liabilities figure is the stated Total of ₹529.18 million as at September 30, 2023, converted to ₹52.918 crore, rather than a sum of line items. No company-wide top-five or top-ten customer revenue concentration percentage is disclosed; the revenue percentages shown relate to interest earned or other business metrics, not customer concentration. The litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,0,0,1,1.221,52.918,not_mentioned,caro_or_emphasis_of_matter_only,,
CarTrade_Tech_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,29537,664,0.0335,2026-07-20T16:52:45.642757+00:00,CarTrade Tech Limited,"The litigation table separates matters against the Company, by the Company, involving Directors, against Subsidiaries, and by Subsidiaries. I counted only against rows: criminal proceedings are Nil against the Company, Directors and Subsidiaries, giving 0; statutory/regulatory actions are Nil against the Company, Directors and Subsidiaries, giving 0; and tax matters are 4 against the Company plus 7 against Subsidiaries, giving 11. For the quantified aggregate against the Company and Subsidiaries, I included ₹6.43 million of Company tax matters, ₹37.84 million of Subsidiary material civil proceedings and ₹4.08 million of Subsidiary tax matters, while excluding all By rows and promoter/director personal matters; the total is ₹48.35 million, or ₹4.835 crore. The contingent-liabilities disclosure is consolidated as of March 31, 2021 and lists service tax of ₹4.86 million and Maharashtra value-added tax of ₹7.53 million; since no Total row is shown, these disclosed components sum to ₹12.39 million, or ₹1.239 crore. The section contains no company-wide top-five or top-ten customer revenue concentration percentage; the only percentages concern other operating metrics, not customer revenue concentration. Monetary litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,0,0,11,4.835,1.239,not_mentioned,caro_or_emphasis_of_matter_only,,
Carraro_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,59467,931,0.0651,2026-07-20T16:52:52.991481+00:00,Carraro India Limited,"The litigation table has separate “By” and “Against” rows; all “By” rows were excluded. Against rows counted were: criminal—nil for the Company, Subsidiary, Directors and Promoters, giving 0; statutory/regulatory—1 against the Company and nil against the other listed entities, giving 1; tax—36 against the Company and 1 against the Subsidiary, giving 37, while the Promoters’ 12 tax matters were excluded from the company-group tax count. The quantified aggregate against the Company and Subsidiary is the stated ₹3,068.16 million plus ₹0.27 million, or ₹3,068.43 million = ₹306.843 crore; the Promoters’ ₹137.41 million was excluded. Contingent liabilities are disclosed as ₹1,926.07 million of income-tax matters plus ₹9.20 million of indirect-tax matters as at September 30, 2024; no numeric total row is shown, so these line items sum to ₹1,935.27 million = ₹193.527 crore. Company-wide customer concentration for the latest full fiscal period, Fiscal 2024, is 69.37% for the top five and 85.39% for the top ten, calculated as a percentage of revenue from operations; all litigation and contingent-liability tables use ₹ millions, converted to crore by dividing by 10.",million,0,1,37,306.843,193.527,not_mentioned,caro_or_emphasis_of_matter_only,69.37,85.39
Ceigall_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,46565,527,0.0497,2026-07-20T16:52:57.747584+00:00,Ceigall India Limited,"The litigation table separates matters filed by the parties from matters against them: I counted only the Against our Company, Against our Directors, Against our Promoters and Against our Subsidiaries rows, excluding all By rows. Against the company there are Nil criminal, 9 tax and 21 statutory/regulatory matters; against subsidiaries there are Nil criminal, Nil tax and 1 statutory/regulatory matter, while director and promoter rows are Nil, producing 0 criminal, 22 regulatory and 9 tax proceedings. The quantified aggregate amount against the company and subsidiaries is the company Against amount of ₹31.83 million; the ₹1,193.54 million By our Company amount is excluded, so the converted total is ₹3.183 crore. The contingent-liabilities figure uses the explicitly stated consolidated Total of ₹9,390.80 million as of Financial Year 2024, converted to ₹939.08 crore, rather than summing line items. The disclosed concentration percentages relate to NHAI and other government contracts/order book and are not top-customer percentages; no company-wide top-five or top-ten customer percentage based on revenue from operations or total income is provided. Litigation and contingent-liability tables use ₹ million; conversion is ₹1 million = ₹0.1 crore.",million,0,22,9,3.183,939.08,not_mentioned,not_mentioned,,
Cello_World_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,36620,738,0.041,2026-07-20T16:53:03.794840+00:00,Cello World Limited,"The litigation table reports criminal, tax and statutory/regulatory proceedings separately: against the Company, subsidiaries, Directors and Promoters, all criminal and statutory/regulatory cells are Nil, while the subsidiaries have 12 tax proceedings; all “By” rows were excluded, and promoter/director tax matters were excluded from the tax count. For the group amount, the Company-against amount is Nil and the subsidiaries-against amount is ₹74.69 million; ₹74.69 million was converted to ₹7.469 crore, while promoter/director amounts and all “By” amounts were excluded. The contingent-liabilities-and-commitments table is dated June 30, 2023 and has no stated Total row, so its three disclosed components—₹47.22 million, ₹272.71 million and ₹1,377.07 million—were summed to ₹1,697.00 million and converted to ₹169.70 crore. The only percentages disclosed concern channels, materials, advertisements, related-party transactions and other segment or operational metrics, not company-wide top-five or top-ten customer revenue concentration for a full fiscal year; the source monetary tables use ₹ millions, converted to crore by dividing by 10.",million,0,0,12,7.469,169.7,not_mentioned,not_mentioned,,
Central_Mine_Planning___Design_Institute_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,51955,609,0.0556,2026-07-20T16:53:08.657746+00:00,Central Mine Planning & Design Institute Limited,"The litigation table separates matters filed by and against each category: I counted only the Against rows—criminal proceedings of 2 against the Corporate Promoter (company, directors, KMPs and SMPs otherwise Nil), 5 statutory/regulatory actions against the Corporate Promoter, and 16 tax proceedings against the Company; all By rows were excluded, and the Corporate Promoter's 14 tax proceedings were excluded from the issuer/group tax count. For the quantified amount against the Company and its subsidiaries, I used the Company's stated aggregate amount of ₹1,943.0 million; the Corporate Promoter's ₹7,391.4 million and its By-row amount were excluded, giving ₹194.3 crore after conversion. The contingent-liabilities figure is the explicitly stated Total of ₹2,108.3 million as of December 31, 2025, converted to ₹210.83 crore, rather than re-summing the line items. The company-wide top-10 customer concentration is 95.0% for full Fiscal 2025, measured against revenue from operations; no company-wide top-5 percentage is disclosed. Litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10 (1 crore = ₹10 million).",million,2,5,16,194.3,210.83,not_mentioned,caro_or_emphasis_of_matter_only,,95.0
Chalet_Hotels_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,30572,621,0.0343,2026-07-20T16:53:13.927954+00:00,Chalet Hotels Limited,"The litigation table separates matters filed by and against each entity: I counted only the Against rows, excluding all By rows. Criminal proceedings against all listed entities total 24 (9 Company + 5 Promoters + 6 Group Companies + 4 Directors), statutory/regulatory proceedings against all listed entities total 95 (25 + 27 + 42 + 1), while tax proceedings against the Company and subsidiaries are 21; promoter and group-company tax rows were excluded because the table does not identify them as subsidiaries. The quantified amount against the Company is ₹462.24 million; no separate subsidiary row or aggregate against-company-and-subsidiaries total is stated, so this converts to ₹46.224 crore. Contingent liabilities are only referenced as being disclosed elsewhere, without a Total figure or date in the provided risk section. The concentration percentages disclosed are segment/property/geography figures for full financial years 2018, 2017 and 2016 based on revenue from operations, not company-wide top-five or top-ten customer concentration. The litigation source unit is ₹ million, converted to crore by dividing by 10 (₹462.24 million ÷ 10 = ₹46.224 crore).",million,24,95,21,46.224,,not_mentioned,caro_or_emphasis_of_matter_only,,
Chemcon_Speciality_Chemicals_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,28556,780,0.0332,2026-07-20T16:53:20.171903+00:00,Not stated in provided text,"No litigation summary table is provided in the supplied risk section: the narrative includes one criminal proceeding against a Promoter Group member, SEBI-related matters and RBI proceedings involving Promoter Group entities, but no countable against-vs-by litigation table; therefore criminal and regulatory table-based counts are null, while the separate tax table shows two proceedings involving the Company and no 'By' rows. The tax table reports ₹2.69 million involved, which is the only quantified amount against the Company/subsidiaries; converted at ₹10 million per crore, this equals ₹0.269 crore. The contingent-liabilities table is dated March 31, 2020 and lists components but provides no stated Total row; accordingly, the required stated total is not disclosed, and capital commitments are not treated as contingent liabilities. Company-wide top-five customer concentration is 59.35% of revenue from operations for Fiscal 2020, the most recent full fiscal year; the other percentages are segment-only and no company-wide top-ten figure is given. The litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,,,2,0.269,,not_mentioned,caro_or_emphasis_of_matter_only,59.35,
Chemplast_Sanmar_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,26674,580,0.0302,2026-07-20T16:53:26.329318+00:00,Chemplast Sanmar Limited,"The litigation table separates matters against and by each entity: all company, subsidiary, promoter, director and group-company “By” rows are excluded. Against rows counted are criminal proceedings of 2 against the Directors, statutory/regulatory actions of 31 against the Company plus 2 against the Subsidiary, and tax proceedings of 254 against the Company plus 35 against the Subsidiary; promoter and other against rows are nil. The quantified litigation amount against the Company and Subsidiary is taken from their stated totals of ₹1,615.42 million and ₹319.29 million, respectively, totaling ₹1,934.71 million, or ₹193.471 crore; the source unit is million. Contingent liabilities use the stated Total rows as of December 31, 2020: ₹1,505.07 million for the Company plus ₹45.98 million for CCVL, totaling ₹1,551.05 million, or ₹155.105 crore; conversion is ₹1 crore = ₹10 million. The only disclosed company-wide customer concentration is top 10 customers at 30.00% of the Company’s revenue from operations for Financial Year 2020; the other percentages are either interim or CCVL/segment-specific, and no company-wide top-five percentage is disclosed.",million,2,33,289,193.471,155.105,no_uncertainty_stated,caro_or_emphasis_of_matter_only,,30.0
Clean_Max_Enviro_Energy_Solutions_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,77085,758,0.0816,2026-07-20T16:53:32.415814+00:00,Clean Max,"The litigation table separates matters filed by versus against each category: I counted only the Against rows—criminal proceedings of 2 against the Company, 1 against Directors, 2 against Promoters, 0 against Subsidiaries, 2 against KMP and 0 against SMP, totaling 7; statutory/regulatory actions of 3 against the Company, 0 against Directors, 1 against Promoters, 1 against Subsidiaries, and 0 against KMP/SMP, totaling 5; and tax proceedings of 25 against the Company plus 25 against Subsidiaries, totaling 50. For the aggregate amount against the consolidated group, I summed the quantified Against our Company amount of ₹1,213.74 million and Against our Subsidiaries amount of ₹1,276.41 million, excluding promoter/director/KMP matters and all By rows; this equals ₹2,490.15 million, or ₹249.015 crore. The contingent-liabilities figure is the stated total of ₹1,967.41 million as of September 30, 2025, rather than a re-sum of the ₹903.66 million income-tax and ₹1,063.75 million GST components. The company-wide top-10 customer concentration is 36.16% of revenue from operations for Fiscal 2025, the most recent full fiscal year; the other concentration percentages are either interim or segment-specific, and no company-wide top-five percentage is disclosed. The source tables use ₹ million, converted to crore by dividing by 10 (1 crore = ₹10 million).",million,7,5,50,249.015,196.741,not_mentioned,not_mentioned,,36.16
Clean_Science___Technology_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,41144,547,0.0444,2026-07-20T16:53:37.075307+00:00,Clean Science and Technology Limited,"The litigation table separates matters into criminal and tax categories, with 2 criminal cases against the Company, 1 tax proceeding against the Company, and 2 criminal cases against Directors; there are no “By” rows, no subsidiary rows, and no separate statutory/regulatory enforcement column, so criminal, regulatory and tax are kept separate. The quantified group amount against the Company/subsidiaries is the Company tax amount of ₹2.38 million; the criminal amounts are “Not quantifiable,” and Director matters are excluded from the aggregate. No contingent-liabilities table or stated contingent-liabilities total is disclosed in the provided risk section; the ₹104.04 million capital-commitments table is not contingent liabilities. The concentration disclosure is company-wide top-10 customer revenue for Fiscal 2021, the most recent full fiscal year, measured as 47.90% of total revenue from operations; no company-wide top-5 percentage is provided. Litigation amounts use ₹ million, converted to crore at ₹10 million per crore: ₹2.38 million ÷ 10 = ₹0.238 crore.",million,4,0,1,0.238,,not_mentioned,caro_or_emphasis_of_matter_only,,47.9
